ORIGEN,DESTINO,CANTI,FOBDOL,FOBPES
CAN,3,100,25,99089
CAN,3,2000,440,1743971
CAN,3,18,192,761005
CAN,3,12712,3110,12639540
CAN,3,1527,1356,5379795
CAN,3,2230,429,1755758
CAN,3,7161,4267,17323975
CAN,3,5992,1268,5194316
CAN,3,256,1463,5861445
CAN,3,338,3712,14764018
CAN,3,480,4674,18587750
CAN,3,160,881,3501259
CAN,3,851,3298,13111437
CAN,3,720,1843,7326886
CAN,3,1565,7201,28624862
CAN,3,38,291,1157260
CAN,3,150,1215,4831861
CAN,3,3932,23872,96243090
CAN,3,122,2740,11230550
CAN,3,470,14438,59424320
CAN,3,310,8250,33920728
CAN,3,185,4216,17329382
CAN,3,13,145,592757
CAN,3,8,243,999302
CAN,3,8,644,2651413
CAN,3,1,12,49067
CAN,3,4,15,62776
CAN,3,3,1071,4408374
CAN,3,12,3678,15141806
CAN,3,4,962,3961148
CAN,3,4,1242,5111158
CAN,3,12,2421,9966758
CAN,3,29,416,1711018
CAN,3,66,1025,4215663
CAN,3,8,652,2683358
CAN,3,4,73,301458
CAN,3,15,8,30451
CAN,3,140,70,284210
CAN,3,648,65,257586
CAN,3,37,836,3373113
CAN,3,22,429,1734389
CAN,3,49,1161,4700637
CAN,3,449,15003,60691861
CAN,3,421,11836,47845460
CAN,3,10,169,694638
CAN,3,26,525,2121059
CAN,3,231,5129,20748074
CAN,3,795,6104,24640989
CAN,3,1670,13077,52875325
CAN,3,8,83,341677
CAN,3,34,426,1731865
CAN,3,61,1327,5358885
CAN,3,40,578,2377742
CAN,3,20,1605,6379701
CAN,3,8,121,490438
CAN,3,50,190,769896
CAN,3,33,1489,6010461
CAN,3,7,85,350980
CAN,3,4,1456,5787731
CAN,3,9,3312,13165498
CAN,3,14,3472,13801512
CAN,3,9,2824,11225654
CAN,3,1,220,874520
CAN,3,1,14,56723
CAN,3,6,768,3052869
CAN,3,19,290,1169574
CAN,3,15,200,797878
CAN,3,12,215,867552
CAN,3,1440,2016,8074201
CAN,3,160,400,1602024
CAN,3,960,1344,5382801
CAN,3,1,240,954022
CAN,3,5600,1554,6271775
CAN,3,8000,1124,4537802
CAN,3,1250,370,1465291
CAN,3,11700,1847,7491545
CAN,3,17825,2994,12151847
CAN,3,480,618,2544745
CAN,3,15000,4050,16220493
CAN,3,2800,615,2445757
CAN,3,14640,1290,5244869
CAN,3,91,625,2540712
CAN,3,750,195,798004
CAN,3,11780,2179,8886006
CAN,3,70135,9807,40199239
CAN,3,110117,34955,142484663
CAN,3,67726,9463,38956732
CAN,3,126744,17541,72040497
CAN,3,15636,10338,41823078
CAN,3,36300,5445,22414833
CAN,3,38262,23042,92812703
CAN,3,30162,9324,38020089
CAN,3,5370,821,3329936
CAN,3,131975,17410,70629297
CAN,3,8000,2080,8268187
CAN,3,1640,3717,15112541
CAN,3,7134,17645,71740865
CAN,3,16076,33333,135526116
CAN,3,422,2240,8908122
CAN,3,5600,1008,4092631
CAN,3,5600,1008,4092631
CAN,3,1197,7881,31327684
CAN,3,838,5841,23218501
CAN,3,11199,3592,14220418
CAN,3,1580,269,1089694
CAN,3,6085,1037,4208872
CAN,3,3200,986,3908080
CAN,3,247,1266,5193505
CAN,3,205,1368,5579167
CAN,3,492,2519,10271234
CAN,3,78,480,1947654
CAN,3,50,288,1169323
CAN,3,80,418,1697143
CAN,3,180,1310,5320421
CAN,3,40,271,1098677
CAN,3,28,263,1083781
CAN,3,214,804,3288188
CAN,3,14,59,242121
CAN,3,1883,6709,27479854
CAN,3,6800,2178,8659018
CAN,3,12950,1778,7220977
CAN,3,60342,8352,33835323
CAN,3,1500,750,2981318
CAN,3,1890,2608,10372394
CAN,3,24,21140,86511856
CAN,3,4,8,32914
CAN,3,58827,30247,121013883
CAN,3,1000,12000,48446280
CAN,3,210474,57052,233365381
CAN,3,5255,860,3506162
CAN,3,14872,2640,10791259
CAN,3,4000,720,2863325
CAN,3,12830,2693,10973296
CAN,3,1131,547,2169716
CAN,3,5134,1654,6611212
CAN,3,596,1476,5884871
CAN,3,39559,181910,733310945
CAN,3,10,10,39751
CAN,3,11,123,490357
CAN,3,6216,30002,120119030
CAN,3,825,6411,25723663
CAN,3,3683,19893,79855707
CAN,3,27,130,534936
CAN,3,20457,35352,142414683
CAN,3,469,2866,11420752
CAN,3,2462,17877,72016730
CAN,3,4098,19387,77880672
CAN,3,160,874,3469072
CAN,3,29,178,706572
CAN,3,593,1737,6972585
CAN,3,115,860,3418577
CAN,3,6363,10496,42376324
CAN,3,33,149,591692
CAN,3,630,4550,18132244
CAN,3,1730,2854,11521494
CAN,3,69,1196,4754208
CAN,3,102,1768,7027959
CAN,3,457,4221,17072524
CAN,3,1327,30756,124393961
CAN,3,8,2088,8544785
CAN,3,246,60406,247199240
CAN,3,100,17888,73203599
CAN,3,50,6506,26624699
CAN,3,22,4246,17376033
CAN,3,100,10050,40098394
CAN,3,2,20,82354
CAN,3,20841,7854,31388506
CAN,3,4,33277,134589483
CAN,3,1,50,198178
CAN,3,1,27672,111918103
CAN,3,1,15446,62470288
CAN,3,2,12967,52445606
CAN,3,1480,414,1675734
CAN,3,250,2,9975
CAN,3,105,2553,10378132
CAN,3,7412,8735,35264855
CAN,3,11,6000,24341640
CAN,3,8000,1280,5126477
CAN,3,147257,37826,152873529
CAN,3,1800,288,1185900
CAN,3,102176,14743,59650078
CAN,3,4200,1007,4144583
CAN,3,24876,27213,109739204
CAN,3,17650,5665,22943124
CAN,3,133036,33792,135121641
CAN,3,366950,50700,205100855
CAN,3,553900,82131,331981562
CAN,3,22049,29495,119855414
CAN,3,18725,5102,20481815
CAN,3,9550,1762,7009180
CAN,3,1604,409,1650403
CAN,3,1600,321,1296745
CAN,3,2330,934,3769524
CAN,3,2320,2150,8611416
CAN,3,24386,2944,11970784
CAN,3,826,4610,18611446
CAN,3,4,66,268464
CAN,3,48978,14267,58321975
CAN,3,40670,6498,26488129
CAN,3,156256,17687,72007984
CAN,3,1200,600,2434164
CAN,3,1760,1808,7166135
CAN,3,10389,62017,255274142
CAN,3,973,3481,13842704
CAN,3,426473,119882,483203249
CAN,3,4050,572,2277090
CAN,3,17353,2574,10235166
CAN,3,5673,1484,5934791
CAN,3,16200,1555,6278638
CAN,3,37098,6477,26041207
CAN,3,178050,64491,258410830
CAN,3,376,1995,8116526
CAN,3,22105,68870,279621312
CAN,3,984,344,1395068
CAN,3,410,54,220547
CAN,3,16,4866,19257401
CAN,3,15135,34316,139521650
CAN,3,1459,730,2968027
CAN,3,0,11980,48325283
CAN,3,1,12657,51796621
CAN,3,7,350,1401366
CAN,3,620,114,462917
CAN,3,240,2,9744
CAN,3,40,0,1647
CAN,3,300,75,305414
CAN,3,15,68,269318
CAN,3,226,2323,9408078
CAN,3,10,190,767066
CAN,3,8185,27927,114934023
CAN,3,4,1,4117
CAN,3,510,4825,19860900
CAN,3,68,182,736343
CAN,3,65,321,1294727
CAN,3,28,53,213002
CAN,3,124,508,2052265
CAN,3,28,94,381030
CAN,3,2499,6707,27075697
CAN,3,60,259,1045632
CAN,3,40,83,336298
CAN,3,32580,5864,23733872
CAN,3,7100,710,2873448
CAN,3,4700,562,2269259
CAN,3,71650,7223,29230657
CAN,3,9475,2813,11481129
CAN,3,8000,53040,214658714
CAN,3,320,108,442626
CAN,3,582,620,2510791
CAN,3,9984,2612,10673976
CAN,3,9600,1728,6993406
CAN,3,17095,4103,16651936
CAN,3,167860,16786,67934788
CAN,3,80588,8152,32993660
CAN,3,1746,3151,12789450
CAN,3,2380,5593,22705251
CAN,3,14,32,131201
CAN,3,650,2282,9262669
CAN,3,1928,2537,10269137
CAN,3,19716,23564,95644868
CAN,3,26373,6398,25982426
CAN,3,254,3054,12443210
CAN,3,336580,47191,190027096
CAN,3,204332,25676,102753272
CAN,3,5640,1286,5098736
CAN,3,9300,2829,11212147
CAN,3,412660,61041,246534027
CAN,3,2836,3306,13262270
CAN,3,135415,21987,89316995
CAN,3,9000,900,3561993
CAN,3,20160,2241,8869363
CAN,3,2752,965,3940645
CAN,3,34353,17190,69136974
CAN,3,1003,7523,30621161
CAN,3,273,2,7146
CAN,3,1200,167,672843
CAN,3,3125,628,2533770
CAN,3,4800,658,2652647
CAN,3,124,111,446666
CAN,3,1340,318,1281064
CAN,3,288,796,3209880
CAN,3,333622,48653,196777424
CAN,3,254800,35371,143057150
CAN,3,2772,2952,11939394
CAN,3,10250,1835,7470635
CAN,3,6740,2040,8396673
CAN,3,260,2148,8691573
CAN,3,200,64,256324
CAN,3,1600,208,841258
CAN,3,2500,325,1314466
CAN,3,1700,495,2001630
CAN,3,32,49,198146
CAN,3,2100,538,2188650
CAN,3,320,69,278441
CAN,3,14640,3514,14265743
CAN,3,1555,2022,8207593
CAN,3,1307,2321,9422146
CAN,3,7805,15334,62256716
CAN,3,233,538,2185295
CAN,3,585,2053,8336909
CAN,3,609,1184,4805797
CAN,3,35490,4969,20173261
CAN,3,6550,1376,5584736
CAN,3,2640,1109,4501894
CAN,3,12723,7845,31852242
CAN,3,2500,1019,4052400
CAN,3,1228,1509,6049090
CAN,3,243,7076,28706907
CAN,3,3950,632,2531198
CAN,3,26600,4040,16288289
CAN,3,400,72,285377
CAN,3,2950,826,3273909
CAN,3,40200,5365,21700414
CAN,3,4150,13446,54382481
CAN,3,99323,18722,75892194
CAN,3,17250,1738,7048933
CAN,3,42350,5388,21605596
CAN,3,2380,524,2135365
CAN,3,18020,2615,10761006
CAN,3,1450,362,1470641
CAN,3,80,15,60545
CAN,3,5750,6014,24708350
CAN,3,4392,35233,140987421
CAN,3,1296,8814,35560033
CAN,3,3,7,28687
CAN,3,6,39,157641
CAN,3,981,5106,20459978
CAN,3,43289,297876,1204616235
CAN,3,66,217,864687
CAN,3,10,29,117699
CAN,3,10443,51402,207327000
CAN,3,1270,4936,19659239
CAN,3,14950,79911,324019600
CAN,3,15,56,224093
CAN,3,3,21,85185
CAN,3,1758,6912,27646127
CAN,3,2423,13872,55467273
CAN,3,10384,67235,272323020
CAN,3,20,78,310194
CAN,3,178,639,2558594
CAN,3,2631,15118,61640288
CAN,3,181,2027,8273053
CAN,3,9311,38036,154184190
CAN,3,1101,5682,22826541
CAN,3,32044,173242,693539738
CAN,3,2594,14025,56525908
CAN,3,2578,16141,65017598
CAN,3,732,3198,12941365
CAN,3,19814,71125,288570788
CAN,3,560,3,12601
CAN,3,7500,1350,5463598
CAN,3,9800,980,3966168
CAN,3,600,78,314639
CAN,3,30700,3070,12424628
CAN,3,26375,2489,10040036
CAN,3,1445,423,1729469
CAN,3,2016,1952,7859055
CAN,3,4354,1002,4030972
CAN,3,1284,1261,5086216
CAN,3,422559,105284,427276526
CAN,3,21910,2221,8988631
CAN,3,10951,16619,67475619
CAN,3,43075,4496,18197830
CAN,3,14045,37603,152673547
CAN,3,21360,37093,150597273
CAN,3,7080,21314,86533539
CAN,3,6415,35282,143252242
CAN,3,275,418,1697143
CAN,3,1650,3925,15935683
CAN,3,278240,41503,168498337
CAN,3,300,66,267970
CAN,3,634,1011,4090009
CAN,3,207603,700507,2844133390
CAN,3,484,5324,21599405
CAN,3,2668,1336,5330436
CAN,3,6,54,214655
CAN,3,132260,31476,127644955
CAN,3,543444,73515,295599063
CAN,3,833480,110802,444751607
CAN,3,1120,239,964081
CAN,3,57530,17309,69879722
CAN,3,1150,538,2132459
CAN,3,321782,54301,218677527
CAN,3,14238,4096,16461078
CAN,3,219350,18325,73982718
CAN,3,315664,99093,399590543
CAN,3,32150,5067,20499765
CAN,3,93175,12838,51434474
CAN,3,105438,15600,63580535
CAN,3,83725,52606,209944216
CAN,3,7041,44123,181412675
CAN,3,315,2205,8902004
CAN,3,12,84,334432
CAN,3,7322,46771,185196583
CAN,3,25,169,668863
CAN,3,231,1767,7002043
CAN,3,75,521,2062988
CAN,3,58,450,1780205
CAN,3,290,1142,4520882
CAN,3,5099,16576,67438590
CAN,3,39,195,789186
CAN,3,400,128,506595
CAN,3,550,6,22186
CAN,3,230,76,302382
CAN,3,3203,11189,44811134
CAN,3,896,2687,10762437
CAN,3,61,256,1023693
CAN,3,3064,9486,37991999
CAN,3,3309,13144,52644151
CAN,3,25,307,1243817
CAN,3,30509,6447,25957497
CAN,3,15555,3599,14819844
CAN,3,407,3706,14948729
CAN,3,850,4544,18380276
CAN,3,1700,8509,34436859
CAN,3,1384,1155755,4636653276
CAN,3,157,2987,11889465
CAN,3,230,3963,15774918
CAN,3,90,1512,6018773
CAN,3,84,905,3601710
CAN,3,5031,1130,4496485
CAN,3,403334,5851,23711218
COL,3,131,2237,9032316
COL,3,806,14139,58220796
COL,3,12,330,1313342
COL,3,620,9979,40322538
COL,3,469,8843,36381844
COL,3,18,1004,3980066
COL,3,111,4299,17420549
COL,3,20,427,1699467
COL,3,31,1165,4737702
COL,3,4,65,258863
COL,3,78,1085,4320699
COL,3,132,3435,13673283
COL,3,237,2840,11492295
COL,3,178,1159,4613597
COL,3,299,922,3733216
COL,3,1,80,322109
COL,3,25,348,1408151
COL,3,799,8893,35399820
COL,3,876,5182,20626797
COL,3,43,189,753103
COL,3,552,2481,9875644
COL,3,2,109,441014
COL,3,48,2267,9172977
COL,3,167,884,3520425
COL,3,859,3985,16126722
COL,3,503,2517,10019904
COL,3,4065,10459,41670308
COL,3,1792,3412,13810763
COL,3,275,9034,36683106
COL,3,13,360,1465545
COL,3,20,480,1952144
COL,3,315,1303,5314005
COL,3,482,4445,18044058
COL,3,497,5869,23701919
COL,3,23,174,708537
COL,3,541,14037,57114903
COL,3,285,5928,24151655
COL,3,24,447,1790582
COL,3,274,4768,19439277
COL,3,173,1624,6623230
COL,3,18,444,1809446
COL,3,394,4219,17083948
COL,3,68,370,1510569
COL,3,42,674,2749907
COL,3,37,1155,4709280
COL,3,209,2859,11656382
COL,3,68,247,1007005
COL,3,51,186,756569
COL,3,118,649,2645402
COL,3,52,1129,4576178
COL,3,15,174,696400
COL,3,211,1111,4531585
COL,3,4848,12142,49269008
COL,3,78,323,1318114
COL,3,1,23,91890
COL,3,20,1403,5706829
COL,3,10,936,3804593
COL,3,10,196,806293
COL,3,49,3047,12393677
COL,3,7,343,1394242
COL,3,182,12156,49520787
COL,3,88,3074,12509923
COL,3,23,803,3272529
COL,3,16,2066,8318265
COL,3,366,7487,30491465
COL,3,40,991,4022453
COL,3,13,292,1195870
COL,3,2,38,156192
COL,3,4,278,1138538
COL,3,93,3155,12825675
COL,3,10,194,793062
COL,3,4,328,1332299
COL,3,30,338,1370029
COL,3,34,862,3520403
COL,3,19,236,961664
COL,3,25,241,980648
COL,3,5,166,674385
COL,3,16,2477,10130034
COL,3,5,310,1243451
COL,3,131,4595,18534711
COL,3,75,776,3163319
COL,3,74,938,3773732
COL,3,106,1933,7777149
COL,3,128,8244,33484997
COL,3,6,74,303647
COL,3,1,52,212381
COL,3,9,556,2269447
COL,3,13,357,1470816
COL,3,473,10966,44711745
COL,3,48,294,1197546
COL,3,103,6392,26062303
COL,3,30,1521,6092978
COL,3,72,2627,10736837
COL,3,8,245,993423
COL,3,9,111,449777
COL,3,935,4919,19738149
COL,3,135,758,3055072
COL,3,32,295,1202070
COL,3,34,676,2751503
COL,3,27,985,4015175
COL,3,38,2387,9775682
COL,3,191,6126,25061679
COL,3,46,1728,7010352
COL,3,4,196,794592
COL,3,95,8145,32836278
COL,3,319,8362,33757396
COL,3,258,3722,15177944
COL,3,147,3661,14838243
COL,3,316,2470,10071521
COL,3,20,248,1007893
COL,3,141,3608,14705833
COL,3,467,11215,45502310
COL,3,615,14049,56969518
COL,3,407,3862,15572593
COL,3,58,933,3794594
COL,3,12,184,751350
COL,3,110,1107,4513645
COL,3,67,832,3386387
COL,3,5,14,58055
COL,3,15,97,396531
COL,3,192,8867,35855688
COL,3,30,529,2174814
COL,3,239,3616,14333339
COL,3,1631,28823,118683767
COL,3,297,3114,12822220
COL,3,240,7568,31161059
COL,3,100,3170,13040283
COL,3,90,2017,8299469
COL,3,27,0,1481
COL,3,766,4362,17594074
COG,3,2,6654,26862170
KOR,3,44830,31255,127219347
KOR,3,40,450,1825623
KOR,3,83335,54957,219236831
KOR,3,1767,18264,74119531
KOR,3,1950,1054,4269778
KOR,3,3155,2436,9770490
KOR,3,70,1,2865
KOR,3,60,1,2385
KOR,3,78690,52932,214437622
KOR,3,17000,4420,18200278
KOR,3,10280,6461,26353810
KOR,3,385,13475,55471050
KOR,3,341,12133,48227899
KOR,3,16,517,2056235
KOR,3,1,32,128515
KOR,3,175,4795,19068948
KOR,3,8,297,1180602
KOR,3,5,224,888433
KOR,3,2,20,79343
KOR,3,31,410,1629310
KOR,3,12,496,1971486
KOR,3,2,2,7950
KOR,3,5029,3747,15211717
KOR,3,1498,11979,49022021
KOR,3,46930,19109,75793716
KOR,3,3300,528,2174151
KOR,3,188700,33450,135412979
KOR,3,180,25,100216
KOR,3,46380,19926,81235609
KOR,3,10800,2052,8449541
KOR,3,10080,3181,12643966
KOR,3,467,3181,13098477
KOR,3,43250,7471,29808945
KOR,3,212820,40247,163664804
KOR,3,17689,11150,44340255
KOR,3,31041,13756,55787047
KOR,3,15060,2512,9988231
KOR,3,184340,34695,138632438
KOR,3,37388,26867,108913231
KOR,3,406,1322,5373348
KOR,3,200,2,8155
KOR,3,13440,5234,20788834
KOR,3,13800,2622,10501267
KOR,3,118200,22458,89945637
KOR,3,9720,2246,8903764
KOR,3,56870,24150,99168852
KOR,3,216000,41040,168990818
KOR,3,800,220,905896
KOR,3,1804,13750,55511362
KOR,3,13480,4934,19652853
KOR,3,8650,1576,6470193
KOR,3,96900,18627,75505732
KOR,3,37630,16120,65296691
KOR,3,205783,37650,151991935
KOR,3,4575,915,3694029
KOR,3,2700,1071,4356717
KOR,3,108,11,44197
KOR,3,100,10,40923
KOR,3,599,60,245131
KOR,3,28,12,48789
KOR,3,600,102,420006
KOR,3,2400,408,1680026
KOR,3,2750,1061,4223491
KOR,3,5100,969,3951039
KOR,3,152300,29116,118643313
KOR,3,18891,8464,34554574
KOR,3,37400,7124,28930887
KOR,3,5310,3114,12342914
KOR,3,2,2,8233
KOR,3,191,191,786269
KOR,3,58,58,238762
KOR,3,131,131,539273
KOR,3,1,1,4092
KOR,3,136,136,556557
KOR,3,37,37,151416
KOR,3,91,91,372402
KOR,3,2,2,8074
KOR,3,259,259,1045632
KOR,3,97,97,391607
KOR,3,162,162,654025
KOR,3,1,1,4047
KOR,3,196,196,793234
KOR,3,65,65,263062
KOR,3,112,112,453276
KOR,3,34990,15778,62535226
KOR,3,8720,2221,8802296
KOR,3,36170,16309,66646456
KOR,3,25500,4842,19937869
KOR,3,78,408,1680026
KOR,3,40950,6962,27775619
KOR,3,300,3,12171
KOR,3,9240,3142,12745283
KOR,3,240,2,9880
KOR,3,600,10677,43692702
KOR,3,4500,688,2752749
KOR,3,91900,14260,57647077
KOR,3,6600,990,3974230
KOR,3,2100,441,1793013
KOR,3,5980,1435,5845287
KOR,3,3150,513,2066334
KOR,3,327492,52420,211124349
KOR,3,168,297,1209003
KOR,3,4160,1069,4281396
KOR,3,600,168,683053
KOR,3,239260,72087,292196596
KOR,3,25060,4609,18321190
KOR,3,71700,13026,51787658
KOR,3,13220,3172,12944022
KOR,3,4960,1962,7876216
KOR,3,523,6045,24210466
KOR,3,600,6,24465
KOR,3,5400,799,3288141
KOR,3,4800,1334,5400464
KOR,3,900,153,619208
KOR,3,77580,19851,80621766
KOR,3,28130,4694,18870403
KOR,3,839420,149157,601705020
KOR,3,9000,1710,6800396
KOR,3,40,61,246662
KOR,3,67950,10815,43744792
KOR,3,325650,99050,396851498
KOR,3,47180,8392,33351754
KOR,3,126380,22616,90304852
KOR,3,11550,1964,8082924
KOR,3,610,276,1105073
KOR,3,1080,7,29843
KOR,3,3600,4,14617
KOR,3,340,3,13824
KOR,3,35690,8810,35637044
KOR,3,10700,2033,8200776
KOR,3,104513,20800,83926621
KOR,3,11690,1637,6554681
KOR,3,87505,25556,102647854
KOR,3,3740,711,2824699
KOR,3,3200,1600,6496240
KOR,3,52900,7862,31634783
KOR,3,25040,8126,33300560
KOR,3,10200,1798,7148007
KOR,3,3300,594,2361203
KOR,3,150,26,102129
KOR,3,360,7542,31028000
KOR,3,360,8095,33306371
KOR,3,240,2304,9301686
KOR,3,72,1327,5460979
KOR,3,678,9130,36427775
KOR,3,168,8202,33301797
CIV,3,1,39,158626
CIV,3,1,1197,4854169
CRI,3,700,875,3580789
CRI,3,380,247,1010806
CRI,3,25,35,143436
CRI,3,6,19,77672
CRI,3,50,30,122770
CRI,3,20,63,256180
CRI,3,32,664,2659360
CRI,3,15,242,969225
CRI,3,51,419,1678120
CRI,3,5,14,56474
CRI,3,14,65,266001
CRI,3,1,26,105910
CRI,3,126,1525,6090994
CRI,3,33,756,3093556
CRI,3,551,4364,17478482
CRI,3,18,366,1496320
CRI,3,2,12,49616
CRI,3,23,152,613949
CRI,3,1,15,62694
CRI,3,3,34,137150
CRI,3,2,23,90950
CRI,3,132,433,1771815
CRI,3,71,706,2889185
CRI,3,8,135,534774
CRI,3,12,238,941474
CRI,3,166,2590,10375108
CRI,3,4,45,178733
CRI,3,7,168,664628
CRI,3,76,912,3652615
CRI,3,10,126,500658
CRI,3,4,44,176223
CRI,3,177,3961,16208491
CRI,3,6,134,549191
CRI,3,10,30,124407
CRI,3,81,294,1204373
CRI,3,130,7,29465
CRI,3,2,20,82706
CRI,3,2,34,139139
CRI,3,106,414,1692342
CRI,3,150,527,2156658
CRI,3,12,524,2145445
CRI,3,16,492,2015473
CRI,3,60,236,967427
CRI,3,15,45,185383
CRI,3,85,380,1553653
CRI,3,373,1141,4671108
CRI,3,160,934,3820886
CRI,3,21,192,786423
CRI,3,645,1215,4973654
CRI,3,2,7,28933
CRI,3,1,5,21689
CRI,3,73,279,1140983
CRI,3,9,67,273122
CRI,3,0,476,1947949
CRI,3,20,129,527092
CRI,3,100,2089,8480516
CRI,3,21,750,2968328
CRI,3,2337,15815,63963117
CRI,3,1046,7008,28344735
CRI,3,400,749,3054003
CRI,3,214,6971,27590723
CRI,3,62,2379,9416485
CRI,3,42,1721,6809937
CRI,3,169,11513,45565252
CRI,3,300,2340,9305806
CRI,3,30,1588,6332749
CRI,3,12,210,836568
CRI,3,23,330,1311641
CRI,3,30,514,2045806
CRI,3,67,1087,4321870
CRI,3,95,852,3389341
CRI,3,78,990,3937430
CRI,3,114,1406,5589866
CRI,3,686,10492,41720396
CRI,3,58,365,1448705
CRI,3,25,239,952055
CRI,3,827,7702,30596754
CRI,3,3376,9661,38813328
CRI,3,3381,8794,34970740
CRI,3,180,1707,6902887
CRI,3,46,1660,6624636
CRI,3,49,573,2330389
CRI,3,30,372,1471103
CRI,3,23,745,2969571
CRI,3,23322,39594,156702718
CRI,3,6,102,403455
CRI,3,24,489,1934400
CRI,3,18,250,989522
CRI,3,3498,54966,218584463
CRI,3,64,1027,4082465
CRI,3,48,712,2816824
CRI,3,3863,43254,172016027
CRI,3,283,3187,12672519
CRI,3,60,778,3080886
CRI,3,201,1577,6241799
CRI,3,12,144,569444
CRI,3,18,174,690314
CRI,3,1205,8074,32108211
CRI,3,1,2291,9175592
CRI,3,0,5,21833
CRI,3,19,4,13998
CRI,3,12170,39848,158399386
CRI,3,75,8111,32483079
CRI,3,18,1367,5475398
CRI,3,25,947,3793433
CRI,3,19,992,3974101
CRI,3,1,126,505799
CRI,3,11,1028,4118603
CRI,3,1010,2515,10065101
CRI,3,15025,42370,169236410
CRI,3,135,316,1273924
CRI,3,276,878,3517548
CRI,3,4288,11043,44469079
CRI,3,25,57,231340
CRI,3,510,1369,5518535
CRI,3,504,1829,7375234
CRI,3,79,220,884714
CRI,3,133,368,1480070
CRI,3,20,128,513121
CRI,3,249,4233,16955607
CRI,3,280,2627,10503837
CRI,3,381,3793,15180056
CRI,3,151,2236,9010090
CRI,3,1162,13559,54221498
CRI,3,8718,15529,63085982
CRI,3,7422,14711,59665582
CRI,3,424,2786,11248257
CRI,3,269,1151,4672250
CRI,3,580,1861,7556253
CRI,3,2995,6369,25953803
CRI,3,92,154,623681
CRI,3,323,304,1232619
CRI,3,3663,22152,89952862
CRI,3,1119,8075,32814510
CRI,3,1152,7866,31970082
CRI,3,2,94,377357
CRI,3,15,1185,4744795
CRI,3,61,180,722553
CRI,3,1,237,947357
CRI,3,190,173,691634
CRI,3,3,5,20065
CRI,3,136,1006,4063028
CRI,3,43,1239,4961588
CRI,3,132,1444,5830025
CRI,3,263,414,1685854
CRI,3,756,5584,22636872
CRI,3,265,1201,4850482
CRI,3,782,2127,8627833
CRI,3,67,2051,8213096
CRI,3,7,507,2031206
CRI,3,75,2635,10553413
CRI,3,11,728,2914322
CRI,3,7,300,1200236
CRI,3,9010,3469,13807736
CRI,3,53,97,389668
CRI,3,36,442,1793084
CRI,3,20,196,796358
CRI,3,543,5156,20934012
CRI,3,11857,30347,122832867
CRI,3,3221,9868,39945819
CRI,3,136,666,2702233
CRI,3,1533,5888,23917442
CRI,3,1180,5072,20548891
CRI,3,25,306,1241188
CRI,3,39,605,2457284
CRI,3,20,295,1196607
CRI,3,46,677,2749046
CRI,3,150,1972,8006941
CRI,3,324,4789,19443612
CRI,3,404,5043,20477285
CRI,3,133,1296,5262076
CRI,3,352,4770,19368012
CRI,3,491,5537,22479061
CRI,3,2000,360,1456024
CRI,3,21250,5616,22835510
CRI,3,100,1,4066
CRI,3,100,1,4066
CRI,3,18,265,1057760
CRI,3,19,1435,5729093
CRI,3,361,18125,72458176
CRI,3,1525,791,3149466
CRI,3,187,9417,37502669
CRI,3,20,560,2260826
CRI,3,5,4537,18667274
CRI,3,413000,11548,46703979
CRI,3,1,82,326733
CRI,3,50,30,121708
CRI,3,191,651,2599522
CRI,3,9841,2323,9360375
CRI,3,1266,7191,28502032
CRI,3,108,119,479649
CRI,3,5,5,18851
CRI,3,651,14001,57525960
CRI,3,835,2821,11181231
CRI,3,5030,5965,23891518
CRI,3,7062,7335,29376274
CRI,3,38,482,1910441
CRI,3,18,216,856131
CRI,3,1099,630,2498635
CRI,3,29,95,377845
CRI,3,272,2924,12040184
CRI,3,582,1777,7043264
CRI,3,869,2247,9030714
CRI,3,905,6146,24736724
CRI,3,1880,10890,43712425
CRI,3,81,81,323681
CRI,3,29,55,220051
CRI,3,305,6441,26068650
CRI,3,6,5,19414
CRI,3,10,28,111938
CRI,3,60,154,616363
CRI,3,616,1863,7442234
CRI,3,155,368,1461720
CRI,3,75,141,567641
CRI,3,26,58,231112
CRI,3,97,258,1026424
CRI,3,0,3,13888
CRI,3,8,29,116868
CRI,3,871,3741,14982784
CRI,3,28,322,1281489
CRI,3,68,571,2280892
CRI,3,4,32,127872
CRI,3,13,119,480792
CRI,3,29,23,92222
CRI,3,104,832,3297690
CRI,3,943,2298,9212628
CRI,3,359,842,3395424
CRI,3,52,99,394962
CRI,3,1,73,292049
CRI,3,366,977,3936360
CRI,3,331,943,3763608
CRI,3,4,69,275714
CRI,3,364,860,3462727
CRI,3,600,486,1957175
CRI,3,542,875,3514245
CRI,3,133,400,1617682
CRI,3,548,1495,6031219
CRI,3,20,342,1357930
CRI,3,296,376,1513806
CRI,3,709,3742,14973285
CRI,3,610,1058,4258158
CRI,3,2,12,48602
CRI,3,1489,3164,12850785
CRI,3,329,768,3101730
CRI,3,278,1224,4936036
CRI,3,367,814,3287208
CRI,3,10,228,920479
CRI,3,108,108,428066
CRI,3,432,3466,13837471
CRI,3,200,235,944115
CRI,3,20,372,1477714
